Author,Editor,Title,Journal,Publication Date,Electronic Date,PubMedID,PMC ID,Branch
"Patel VL, Busch EL, Friebel TM, Cronin A, Leslie G, McGuffog L, Adlard J, Agata S, Agnarsson BA, Ahmed M, Aittomäki K, Alducci E, Andrulis IL, Arason A, Arnold N, Artioli G, Arver B, Auber B, Azzollini J, Balmaña J, Barkardottir RB, Barnes DR, Barroso A, Barrowdale D, Belotti M, Benitez J, Bertelsen B, Blok MJ, Bodrogi I, Bonadona V, Bonanni B, Bondavalli D, Boonen SE, Borde J, Borg A, Bradbury AR, Brady A, Brewer C, Brunet J, Buecher B, Buys SS, Cabezas-Camarero S, Caldés T, Caliebe A, Caligo MA, Calvello M, Campbell IG, Carnevali I, Carrasco E, Chan TL, Chu ATW, Chung WK, Claes KBM, Collaborators GS, Collaborators E, Cook J, Cortesi L, Couch FJ, Daly MB, Damante G, Darder E, Davidson R, de la Hoya M, Puppa LD, Dennis J, Díez O, Ding YC, Ditsch N, Domchek SM, Donaldson A, Dworniczak B, Easton DF, Eccles DM, Eeles RA, Ehrencrona H, Ejlertsen B, Engel C, Evans DG, Faivre L, Faust U, Feliubadaló L, Foretova L, Fostira F, Fountzilas G, Frost D, García-Barberán V, Garre P, Gauthier-Villars M, Géczi L, Gehrig A, Gerdes AM, Gesta P, Giannini G, Glendon G, Godwin AK, Goldgar DE, Greene MH, Gutierrez-Barrera AM, Hahnen E, Hamann U, Hauke J, Herold N, Hogervorst FBL, Honisch E, Hopper JL, Hulick PJ, Investigators K, Investigators H, Izatt L, Jager A, James P, Janavicius R, Jensen UB, Jensen TD, Johannsson OT, John EM, Joseph V, Kang E, Kast K, Kiiski JI, Kim SW, Kim Z, Ko KP, Konstantopoulou I, Kramer G, Krogh L, Kruse TA, Kwong A, Larsen M, Lasset C, Lautrup C, Lazaro C, Lee J, Lee JW, Lee MH, Lemke J, Lesueur F, Liljegren A, Lindblom A, Llovet P, Lopez-Fernández A, Lopez-Perolio I, Lorca V, Loud JT, Ma ESK, Mai PL, Manoukian S, Mari V, Martin L, Matricardi L, Mebirouk N, Medici V, Meijers-Heijboer HEJ, Meindl A, Mensenkamp AR, Miller C, Gomes DM, Montagna M, Mooij TM, Moserle L, Mouret-Fourme E, Mulligan AM, Nathanson KL, Navratilova M, Nevanlinna H, Niederacher D, Nielsen FCC, Nikitina-Zake L, Offit K, Olah E, Olopade OI, Ong KR, Osorio A, Ott CE, Palli D, Park SK, Parsons MT, Pedersen IS, Peissel B, Peixoto A, Pérez-Segura P, Peterlongo P, Petersen AH, Porteous ME, Pujana MA, Radice P, Ramser J, Rantala J, Rashid MU, Rhiem K, Rizzolo P, Robson ME, Rookus MA, Rossing CM, Ruddy KJ, Santos C, Saule C, Scarpitta R, Schmutzler RK, Schuster H, Senter L, Seynaeve CM, Shah PD, Sharma P, Shin VY, Silvestri V, Simard J, Singer CF, Skytte AB, Snape K, Solano AR, Soucy P, Southey MC, Spurdle AB, Steele L, Steinemann D, Stoppa-Lyonnet D, Stradella A, Sunde L, Sutter C, Tan YY, Teixeira MR, Teo SH, Thomassen M, Tibiletti MG, Tischkowitz M, Tognazzo S, Toland AE, Tommasi S, Torres D, Toss A, Trainer AH, Tung N, van Asperen CJ, van der Baan FH, van der Kolk LE, van der Luijt RB, van Hest LP, Varesco L, Varon-Mateeva R, Viel A, Vierstraete J, Villa R, von Wachenfeldt A, Wagner P, Wang-Gohrke S, Wappenschmidt B, Weitzel JN, Wieme G, Yadav S, Yannoukakos D, Yoon SY, Zanzottera C, Zorn KK, D'Amico AV, Freedman ML, Pomerantz MM, Chenevix-Trench G, Antoniou AC, Neuhausen SL, Ottini L, Nielsen HR, Rebbeck TR",,Association of Genomic Domains in <i>BRCA1</i> and <i>BRCA2</i> with Prostate Cancer Risk and Aggressiveness.,Cancer Res,2020 Feb 1,2019 Nov 13,31723001,PMC7553241,"TDRP/BB, TDRP/CGB, TDRP/MEB"
"Busby J, Karasneh R, Murchie P, McMenamin Ú, Gadalla SM, Camargo MC, Iversen L, Lee AJ, Spence AD, Cardwell CR",,The role of 5_-reductase inhibitors in gastro-oesophageal cancer risk: A nested case-control study.,Pharmacoepidemiol Drug Saf,2020 Jan,2019 Nov 12,31713940,PMC8520491,"TDRP/CGB, TDRP/MEB"
"Camargo MC, Kim KM, Matsuo K, Torres J, Liao LM, Morgan D, Michel A, Waterboer T, Song M, Gulley ML, Dominguez RL, Yatabe Y, Kim S, Cortes-Martinez G, Lissowska J, Zabaleta J, Pawlita M, Rabkin CS",,Circulating Antibodies against Epstein-Barr Virus (EBV) and p53 in EBV-Positive and -Negative Gastric Cancer.,Cancer Epidemiol Biomarkers Prev,2020 Feb,2019 Nov 12,31719065,PMC8272980,"TDRP/BB, TDRP/IIB, TDRP/MEB, TDRP/OEEB"
"Gothe NP, Ehlers DK, Salerno EA, Fanning J, Kramer AF, McAuley E",,"Physical Activity, Sleep and Quality of Life in Older Adults: Influence of Physical, Mental and Social Well-being.",Behav Sleep Med,2020 Nov-Dec,2019 Nov 12,31713442,PMC7324024,TDRP/MEB
"Hamada N, Azizova TV, Little MP",,An update on effects of ionizing radiation exposure on the eye.,Br J Radiol,2020 Nov 1,2019 Nov 12,31670577,PMC8519632,TDRP/REB
"Huang T, Townsend MK, Wentzensen N, Trabert B, White E, Arslan AA, Weiderpass E, Buring JE, Clendenen TV, Giles GG, Lee IM, Milne RL, Onland-Moret NC, Peters U, Sandler DP, Schouten LJ, van den Brandt PA, Wolk A, Zeleniuch-Jacquotte A, Tworoger SS",,Reproductive and Hormonal Factors and Risk of Ovarian Cancer by Tumor Dominance: Results from the Ovarian Cancer Cohort Consortium (OC3).,Cancer Epidemiol Biomarkers Prev,2020 Jan,2019 Nov 12,31719062,PMC6954293,"TDRP, TDRP/CGB, TDRP/MEB"
"Shin SJ, Dodd-Eaton EB, Peng G, Bojadzieva J, Chen J, Amos CI, Frone MN, Khincha PP, Mai PL, Savage SA, Ballinger ML, Thomas DM, Yuan Y, Strong LC, Wang W",,Penetrance of Different Cancer Types in Families with Li-Fraumeni Syndrome: A Validation Study Using Multicenter Cohorts.,Cancer Res,2020 Jan 15,2019 Nov 12,31719101,PMC6980689,"TDRP/REB, TDRP/ITEB, TDRP/CGB"
"Corrigan KL, Nogueira L, Yabroff KR, Lin CC, Han X, Chino JP, Coghill AE, Shiels M, Jemal A, Suneja G",,The impact of the Patient Protection and Affordable Care Act on insurance coverage and cancer-directed treatment in HIV-infected patients with cancer in the United States.,Cancer,2020 Feb 1,2019 Nov 11,31709523,PMC6980281,"TDRP/BB, TDRP/IIB"
"Zhang H, Qin J, Berndt SI, Albanes D, Deng L, Gail MH, Yu K",,On Mendelian randomization analysis of case-control study.,Biometrics,2020 Jun,2019 Nov 11,31625599,PMC9653269,"TDRP/BB, TDRP/OEEB, TDRP/MEB"
"Clarke MA, Long BJ, Sherman ME, Lemens MA, Podratz KC, Hopkins MR, Ahlberg LJ, Mc Guire LJ, Laughlin-Tommaso SK, Wentzensen N, Bakkum-Gamez JN",,A prospective clinical cohort study of women at increased risk for endometrial cancer.,Gynecol Oncol,2020 Jan,2019 Nov 9,31718832,PMC9632298,"TDRP, TDRP/CGB, TDRP/MEB"
"Petrick JL, Florio AA, Znaor A, Ruggieri D, Laversanne M, Alvarez CS, Ferlay J, Valery PC, Bray F, McGlynn KA",,"International trends in hepatocellular carcinoma incidence, 1978-2012.",Int J Cancer,2020 Jul 15,2019 Nov 5,31597196,PMC7470451,TDRP/MEB
"Pfeiffer RM, Mayer B, Kuncl RW, Check DP, Cahoon EK, Rivera DR, Freedman DM",,Identifying potential targets for prevention and treatment of amyotrophic lateral sclerosis based on a screen of medicare prescription drugs.,Amyotroph Lateral Scler Frontotemporal Degener,2020 May,2019 Nov 4,31684770,PMC9930913,"TDRP/BB, TDRP/REB"
"Yeom YS, Han H, Choi C, Shin B, Kim CH, Lee C",,Dose coefficients of percentile-specific computational phantoms for photon external exposures.,Radiat Environ Biophys,2020 Mar,2019 Nov 2,31679045,PMC10757349,TDRP/REB
"Bernstein A, Mrowczynski OD, Greene A, Ryan S, Chung C, Zacharia BE, Glantz M",,Dual BRAF/MEK therapy in BRAF V600E-mutated primary brain tumors: a case series showing dramatic clinical and radiographic responses and a reduction in cutaneous toxicity.,J Neurosurg,2020 Dec 1,2019 Nov 1,31675726,,TDRP/ITEB
"Ferguson JM, Costello S, Elser H, Neophytou AM, Picciotto S, Silverman DT, Eisen EA",,Chronic obstructive pulmonary disease mortality: The Diesel Exhaust in Miners Study (DEMS).,Environ Res,2020 Jan,2019 Nov 1,31711661,,TDRP/OEEB
"Lawell MP, Indelicato DJ, Paulino AC, Hartsell W, Laack NN, Ermoian RP, Perentesis JP, Vatner R, Perkins S, Mangona VS, Hill-Kayser CE, Wolden SL, Kwok Y, Chang JH, Wilkinson JB, MacEwan I, Chang AL, Eaton BR, Ladra MM, Gallotto SL, Weyman EA, Bajaj BVM, Baliga S, Yeap BY, Berrington de Gonzalez A, Yock TI",,An open invitation to join the Pediatric Proton/Photon Consortium Registry to standardize data collection in pediatric radiation oncology.,Br J Radiol,2020 Mar,2019 Nov 1,31600082,PMC7066966,"TDRP/REB, TDRP"
"Lee MH, Gao YT, Huang YH, McGee EE, Lam T, Wang B, Shen MC, Rashid A, Pfeiffer RM, Hsing AW, Koshiol J",,A Metallomic Approach to Assess Associations of Serum Metal Levels With Gallstones and Gallbladder Cancer.,Hepatology,2020 Mar,2019 Nov 1,31318976,PMC6980252,"TDRP/BB, TDRP/ITEB, TDRP/IIB"
"Dai J, Huang M, Amos CI, Hung RJ, Tardon A, Andrew A, Chen C, Christiani DC, Albanes D, Rennert G, Fan J, Goodman G, Liu G, Field JK, Grankvist K, Kiemeney LA, Le Marchand L, Schabath MB, Johansson M, Aldrich MC, Johansson M, Caporaso N, Lazarus P, Lam S, Bojesen SE, Arnold S, Landi MT, Risch A, Wichmann HE, Bickeboller H, Brennan P, Shete S, Melander O, Brunnstrom H, Zienolddiny S, Woll P, Stevens V, Hu Z, Shen H",,Genome-wide association study of INDELs identified four novel susceptibility loci associated with lung cancer risk.,Int J Cancer,2020 May 15,2019 Oct 31,31577861,PMC7101262,"TDRP, OD, TDRP/ITEB, TDRP/MEB"
"DeFilipp Z, Ancheta R, Liu Y, Hu ZH, Gale RP, Snyder D, Schouten HC, Kalaycio M, Hildebrandt GC, Ustun C, Daly A, Ganguly S, Inamoto Y, Litzow M, Szer J, Savoie ML, Hossain N, Kharfan-Dabaja MA, Hamadani M, Reshef R, Bajel A, Schultz KR, Gadalla S, Gerds A, Liesveld J, Juckett MB, Kamble R, Hashmi S, Abdel-Azim H, Solh M, Bacher U, Lazarus H, Olsson R, Cahn JY, Grunwald MR, Savani BN, Yared J, Rowe JM, Cerny J, Chaudhri NA, Aljurf M, Beitinjaneh A, Seo S, Nishihori T, Hsu JW, Ramanathan M, Alyea E, Popat U, Sobecks R, Saber W",,Maintenance Tyrosine Kinase Inhibitors Following Allogeneic Hematopoietic Stem Cell Transplantation for Chronic Myelogenous Leukemia: A Center for International Blood and Marrow Transplant Research Study.,Biol Blood Marrow Transplant,2020 Mar,2019 Oct 25,31669399,PMC7358778,TDRP/CGB
"Pantaleao A, Young JL, Epstein NB, Carlson M, Bremer RC, Khincha PP, Peters JA, Greene MH, Roy K, Achatz MI, Savage SA, Werner-Lin A",,Family Health Leaders: Lessons on Living with Li-Fraumeni Syndrome across Generations.,Fam Process,2020 Dec,2019 Oct 24,31647118,PMC7434614,"TDRP/REB, TDRP/CGB"
"Caporaso NE, Jones RR, Stolzenberg-Solomon RZ, Medgyesi DN, Kahle LL, Graubard BI",,Insulin Resistance in Healthy U.S. Adults: Findings from the National Health and Nutrition Examination Survey (NHANES).,Cancer Epidemiol Biomarkers Prev,2020 Jan,2019 Oct 22,31641012,,"TDRP/BB, TDRP/OEEB, TDRP/MEB"
"Cook MB, Beachler DC, Parlett LE, Cochetti PT, Finkle WD, Lanes S, Hoover RN",,Testosterone Therapy in Relation to Prostate Cancer in a U.S. Commercial Insurance Claims Database.,Cancer Epidemiol Biomarkers Prev,2020 Jan,2019 Oct 22,31641011,PMC6954307,"OD, TDRP/MEB, TDRP/IIB"
"Herr MM, Curtis RE, Tucker MA, Tecca HR, Engels EA, Cahoon EK, Battiwalla M, Buchbinder D, Flowers ME, Brazauskas R, Shaw BE, Morton LM",,Risk factors for the development of cutaneous melanoma after allogeneic hematopoietic cell transplantation.,J Am Acad Dermatol,2020 Sep,2019 Oct 22,31654664,PMC7206613,"TDRP/REB, TDRP, TDRP/IIB"
GBD 2017 Inflammatory Bowel Disease Collaborators,,"The global, regional, and national burden of inflammatory bowel disease in 195 countries and territories, 1990-2017: a systematic analysis for the Global Burden of Disease Study 2017.",Lancet Gastroenterol Hepatol,2020 Jan,2019 Oct 21,31648971,PMC7026709,TDRP/MEB
GBD 2017 Stomach Cancer Collaborators,,"The global, regional, and national burden of stomach cancer in 195 countries, 1990-2017: a systematic analysis for the Global Burden of Disease study 2017.",Lancet Gastroenterol Hepatol,2020 Jan,2019 Oct 21,31648970,PMC7033564,TDRP/MEB
"Mahale P, Herr MM, Engels EA, Pfeiffer RM, Shiels MS",,Autoimmune conditions and primary central nervous system lymphoma risk among older adults.,Br J Haematol,2020 Feb,2019 Oct 17,31625136,PMC7012721,"TDRP/BB, TDRP/REB, TDRP/IIB"
"Mullooly M, Withrow DR, Curtis RE, Fan S, Liao LM, Pfeiffer RM, Berrington de González AB, Gierach GL",,Association of lifestyle and clinical characteristics with receipt of radiotherapy treatment among women diagnosed with DCIS in the NIH-AARP Diet and Health Study.,Breast Cancer Res Treat,2020 Jan,2019 Oct 17,31625031,PMC8237617,"TDRP/BB, TDRP/REB, TDRP/ITEB, TDRP/MEB, TDRP"
"Saida S, Zhen T, Kim E, Yu K, Lopez G, McReynolds LJ, Liu PP",,Gata2 deficiency delays leukemogenesis while contributing to aggressive leukemia phenotype in Cbfb-MYH11 knockin mice.,Leukemia,2020 Mar,2019 Oct 17,31624376,PMC7056539,"TDRP/BB, TDRP/CGB"
"Coghill AE, Proietti C, Liu Z, Krause L, Bethony J, Prokunina-Olsson L, Obajemu A, Nkrumah F, Biggar RJ, Bhatia K, Hildesheim A, Doolan DL, Mbulaiteye SM",,The Association between the Comprehensive Epstein-Barr Virus Serologic Profile and Endemic Burkitt Lymphoma.,Cancer Epidemiol Biomarkers Prev,2020 Jan,2019 Oct 16,31619404,PMC6954331,"TDRP/LTG, TDRP/IIB"
"Pergolotti M, Battisti NML, Padgett L, Sleight AG, Abdallah M, Newman R, Van Dyk K, Covington KR, Williams GR, van den Bos F, Pollock Y, Salerno EA, Magnuson A, Gattás-Vernaglia IF, Ahles TA",,Embracing the complexity: Older adults with cancer-related cognitive decline-A Young International Society of Geriatric Oncology position paper.,J Geriatr Oncol,2020 Mar,2019 Oct 14,31619372,PMC7054166,TDRP/MEB
"Xiao Q, Gee G, Jones RR, Jia P, James P, Hale L",,Cross-sectional association between outdoor artificial light at night and sleep duration in middle-to-older aged adults: The NIH-AARP Diet and Health Study.,Environ Res,2020 Jan,2019 Oct 12,31627155,PMC6996197,"TDRP/OEEB, TDRP/MEB"
"Purdue MP, Lan Q, Langseth H, Grimsrud TK, Hildesheim A, Rothman N",,Prediagnostic serum sCD27 and sCD30 in serial samples and risks of non-Hodgkin lymphoma subtypes.,Int J Cancer,2020 Jun 15,2019 Oct 11,31523805,PMC10123845,"TDRP/OEEB, TDRP/IIB"
"Mai PL, Miller A, Gail MH, Skates S, Lu K, Sherman ME, Ioffe OB, Rodriguez G, Cohn DE, Boggess J, Rutherford T, Kauff ND, Rader JS, Phillips KA, DiSilvestro PA, Olawaiye AB, Ridgway MR, Greene MH, Piedmonte M, Walker JL",,Risk-Reducing Salpingo-Oophorectomy and Breast Cancer Risk Reduction in the Gynecologic Oncology Group Protocol-0199 (GOG-0199).,JNCI Cancer Spectr,2020 Feb,2019 Oct 10,32337492,PMC7050151,"TDRP/BB, TDRP/CGB, TDRP/MEB"
"Oelsner EC, Balte PP, Bhatt SP, Cassano PA, Couper D, Folsom AR, Freedman ND, Jacobs DR Jr, Kalhan R, Mathew AR, Kronmal RA, Loehr LR, London SJ, Newman AB, O'Connor GT, Schwartz JE, Smith LJ, White WB, Yende S",,Lung function decline in former smokers and low-intensity current smokers: a secondary data analysis of the NHLBI Pooled Cohorts Study.,Lancet Respir Med,2020 Jan,2019 Oct 9,31606435,PMC7261004,TDRP/MEB
"Allott EH, Shan Y, Chen M, Sun X, Garcia-Recio S, Kirk EL, Olshan AF, Geradts J, Earp HS, Carey LA, Perou CM, Pfeiffer RM, Anderson WF, Troester MA",,Bimodal age distribution at diagnosis in breast cancer persists across molecular and genomic classifications.,Breast Cancer Res Treat,2020 Jan,2019 Sep 18,31535320,PMC6985047,"TDRP/BB, TDRP/OEEB"
"Yeom YS, Kuzmin G, Griffin K, Mille M, Polf J, Langner U, Jung JW, Lee C, Ellis D, Shin J, Lee C",,A Monte Carlo model for organ dose reconstruction of patients in pencil beam scanning (PBS) proton therapy for epidemiologic studies of late effects.,J Radiol Prot,2020 Mar,2019 Sep 11,31509813,PMC10065358,TDRP/REB
"Shi MJ, Meng XY, Chen CL, Dyrskjøt L, Radvanyi F, Prokunina-Olsson L, Bernard-Pierrot I",,"Reply to Alexander Yang, Vincent L. Cannataro, Jeffrey P. Townsend's Letter to the Editor, re: Ming-Jun Shi, Xiang-Yu Meng, Philippe Lamy, et al. APOBEC-mediated Mutagenesis as, a Likely Cause of FGFR3 S249C Mutation Over-representation in Bladder Cancer. Eur Urol 2019, 76:9-13.",Eur Urol,2020 Jan,2019 Sep 5,31493961,,TDRP/LTG
"Jones RR, Hoek G, Fisher JA, Hasheminassab S, Wang D, Ward MH, Sioutas C, Vermeulen R, Silverman DT",,"Land use regression models for ultrafine particles, fine particles, and black carbon in Southern California.",Sci Total Environ,2020 Jan 10,2019 Sep 2,31793436,PMC10286142,TDRP/OEEB
"Timaner M, Kotsofruk R, Raviv Z, Magidey K, Shechter D, Kan T, Nevelsky A, Daniel S, de Vries EGE, Zhang T, Kaidar-Person O, Kerbel RS, Shaked Y",,Microparticles from tumors exposed to radiation promote immune evasion in part by PD-L1.,Oncogene,2020 Jan,2019 Aug 29,31467431,PMC6937213,TDRP/ITEB
"Amyx MM, Albert PS, Bever AM, Hinkle SN, Owen J, Grobman WA, Newman RB, Chien EK, Gore-Langton RE, Buck Louis GM, Grantz KL",,Intrauterine growth discordance across gestation and birthweight discordance in dichorionic twins.,Am J Obstet Gynecol,2020 Feb,2019 Aug 24,31454510,PMC7535857,TDRP/BB
"Wang Y, McReynolds LJ, Dagnall C, Katki HA, Spellman SR, Wang T, Hicks B, Freedman ND, Jones K, Lee SJ, Savage SA, Gadalla SM",,Pre-transplant short telomeres are associated with high mortality risk after unrelated donor haematopoietic cell transplant for severe aplastic anaemia.,Br J Haematol,2020 Jan,2019 Aug 19,31426123,PMC6980174,"TDRP/BB, TDRP/REB, OD/CGR, TDRP/CGB, TDRP/MEB"
"Pritchett NR, Maziarz M, Shu XO, Kamangar F, Dawsey SM, Fan JH, Ji BT, Gao YT, Xiang YB, Qiao YL, Li H, Yang G, Wang SM, Stanczyk FZ, Chow WH, Katki HA, Zheng W, Lan Q, Freedman ND, Rothman N, Abnet CC, Murphy G",,Serum ghrelin and esophageal and gastric cancer in two cohorts in China.,Int J Cancer,2020 May 15,2019 Aug 12,31351006,PMC7477842,"TDRP/BB, TDRP/OEEB, TDRP/CGB, TDRP/MEB"
"Pfeiffer RM, Gail MH",,Estimating the decision curve and its precision from three study designs.,Biom J,2020 May,2019 Aug 8,31394013,PMC8620346,TDRP/BB
"Lo JJ, Park YM, Sinha R, Sandler DP",,Association between meat consumption and risk of breast cancer: Findings from the Sister Study.,Int J Cancer,2020 Apr 15,2019 Aug 6,31389007,PMC7002279,TDRP/MEB
"Glanville KP, Coleman JRI, Hanscombe KB, Euesden J, Choi SW, Purves KL, Breen G, Air TM, Andlauer TFM, Baune BT, Binder EB, Blackwood DHR, Boomsma DI, Buttenschøn HN, Colodro-Conde L, Dannlowski U, Direk N, Dunn EC, Forstner AJ, de Geus EJC, Grabe HJ, Hamilton SP, Jones I, Jones LA, Knowles JA, Kutalik Z, Levinson DF, Lewis G, Lind PA, Lucae S, Magnusson PK, McGuffin P, McIntosh AM, Milaneschi Y, Mors O, Mostafavi S, Müller-Myhsok B, Pedersen NL, Penninx BWJH, Potash JB, Preisig M, Ripke S, Shi J, Shyn SI, Smoller JW, Streit F, Sullivan PF, Tiemeier H, Uher R, Van der Auwera S, Weissman MM, Major Depressive Disorder Working Group of the Psychiatric Genomics Consortium, O'Reilly PF, Lewis CM",,Classical Human Leukocyte Antigen Alleles and C4 Haplotypes Are Not Significantly Associated With Depression.,Biol Psychiatry,2020 Mar 1,2019 Aug 5,31570195,PMC7001040,TDRP/BB
"Hashim D, Gonzalez-Feliciano AG, Ahearn TU, Pettersson A, Barber L, Pernar CH, Ebot EM, Isikbay M, Finn SP, Giovannucci EL, Lis RT, Loda M, Parmigiani G, Lotan T, Kantoff PW, Mucci LA, Graff RE",,Family history of prostate cancer and the incidence of ERG- and phosphatase and tensin homolog-defined prostate cancer.,Int J Cancer,2020 May 15,2019 Jul 27,31318977,PMC7905843,TDRP/ITEB
"Huang JY, Larose TL, Luu HN, Wang R, Fanidi A, Alcala K, Stevens VL, Weinstein SJ, Albanes D, Caporaso NE, Purdue MP, Ziegler RG, Freedman ND, Lan Q, Prentice RL, Pettinger M, Thomson CA, Cai Q, Wu J, Blot WJ, Shu XO, Zheng W, Arslan AA, Zeleniuch-Jacquotte A, Le Marchand L, Wilkens LR, Haiman CA, Zhang X, Stampfer MJ, Han J, Giles GG, Hodge AM, Severi G, Johansson M, Grankvist K, Langhammer A, Hveem K, Xiang YB, Li HL, Gao YT, Visvanathan K, Ueland PM, Midttun Ø, Ulvi A, Buring JE, Lee IM, Sesso HD, Gaziano JM, Manjer J, Relton C, Koh WP, Brennan P, Johansson M, Yuan JM",,Circulating markers of cellular immune activation in prediagnostic blood sample and lung cancer risk in the Lung Cancer Cohort Consortium (LC3).,Int J Cancer,2020 May 1,2019 Jul 22,31276202,PMC6960354,"TDRP/BB, OD, TDRP/OEEB, TDRP/ITEB, TDRP/MEB, TDRP"
"Sargen MR, Pfeiffer RM, Yang XR, Tucker MA, Goldstein AM",,Variation in Cutaneous Patterns of Melanomagenesis According to Germline CDKN2A/CDK4 Status in Melanoma-Prone Families.,J Invest Dermatol,2020 Jan,2019 Jul 18,31326397,PMC6926144,"TDRP/BB, TDRP, TDRP/CGB"
"Shu X, Bao J, Wu L, Long J, Shu XO, Guo X, Yang Y, Michailidou K, Bolla MK, Wang Q, Dennis J, Andrulis IL, Castelao JE, Dörk T, Gago-Dominguez M, García-Closas M, Giles GG, Lophatananon A, Muir K, Olsson H, Rennert G, Saloustros E, Scott RJ, Southey MC, Pharoah PDP, Milne RL, Kraft P, Simard J, Easton DF, Zheng W",,Evaluation of associations between genetically predicted circulating protein biomarkers and breast cancer risk.,Int J Cancer,2020 Apr 15,2019 Jul 16,31265136,,TDRP
"Wong JYY, Zhang H, Hsiung CA, Shiraishi K, Yu K, Matsuo K, Wong MP, Hong YC, Wang J, Seow WJ, Wang Z, Song M, Kim HN, Chang IS, Chatterjee N, Hu W, Wu C, Mitsudomi T, Zheng W, Kim JH, Seow A, Caporaso NE, Shin MH, Chung LP, An SJ, Wang P, Yang Y, Zheng H, Yatabe Y, Zhang XC, Kim YT, Cai Q, Yin Z, Kim YC, Bassig BA, Chang J, Ho JCM, Ji BT, Daigo Y, Ito H, Momozawa Y, Ashikawa K, Kamatani Y, Honda T, Hosgood HD, Sakamoto H, Kunitoh H, Tsuta K, Watanabe SI, Kubo M, Miyagi Y, Nakayama H, Matsumoto S, Tsuboi M, Goto K, Shi J, Song L, Hua X, Takahashi A, Goto A, Minamiya Y, Shimizu K, Tanaka K, Wei F, Matsuda F, Su J, Kim YH, Oh IJ, Song F, Su WC, Chen YM, Chang GC, Chen KY, Huang MS, Chien LH, Xiang YB, Park JY, Kweon SS, Chen CJ, Lee KM, Blechter B, Li H, Gao YT, Qian B, Lu D, Liu J, Jeon HS, Hsiao CF, Sung JS, Tsai YH, Jung YJ, Guo H, Hu Z, Wang WC, Chung CC, Burdett L, Yeager M, Hutchinson A, Berndt SI, Wu W, Pang H, Li Y, Choi JE, Park KH, Sung SW, Liu L, Kang CH, Zhu M, Chen CH, Yang TY, Xu J, Guan P, Tan W, Wang CL, Hsin M, Sit KY, Ho J, Chen Y, Choi YY, Hung JY, Kim JS, Yoon HI, Lin CC, Park IK, Xu P, Wang Y, He Q, Perng RP, Chen CY, Vermeulen R, Wu J, Lim WY, Chen KC, Li YJ, Li J, Chen H, Yu CJ, Jin L, Chen TY, Jiang SS, Liu J, Yamaji T, Hicks B, Wyatt K, Li SA, Dai J, Ma H, Jin G, Song B, Wang Z, Cheng S, Li X, Ren Y, Cui P, Iwasaki M, Shimazu T, Tsugane S, Zhu J, Chen Y, Yang K, Jiang G, Fei K, Wu G, Lin HC, Chen HL, Fang YH, Tsai FY, Hsieh WS, Yu J, Stevens VL, Laird-Offringa IA, Marconett CN, Rieswijk L, Chao A, Yang PC, Shu XO, Wu T, Wu YL, Lin D, Chen K, Zhou B, Huang YC, Kohno T, Shen H, Chanock SJ, Rothman N, Lan Q",,Tuberculosis infection and lung adenocarcinoma: Mendelian randomization and pathway analysis of genome-wide association study data from never-smoking Asian women.,Genomics,2020 Mar,2019 Jul 12,31306748,PMC6954985,"TDRP/BB, TDRP/LTG, OD/CGR, OD, OD/LGS, TDRP/OEEB, TDRP"
"Chen Z, Pestoni G, McGlynn KA, Platz EA, Rohrmann S",,Cross-sectional associations between healthy eating index and sex steroid hormones in men-National Health and Nutrition Examination Survey 1999-2002.,Andrology,2020 Jan,2019 Jul 10,31293072,PMC8614200,TDRP/MEB
"Willis EA, Creasy SA, Honas JJ, Melanson EL, Donnelly JE",,The effects of exercise session timing on weight loss and components of energy balance: midwest exercise trial 2.,Int J Obes (Lond),2020 Jan,2019 Jul 9,31289334,PMC6925313,TDRP/MEB
"Pardini B, Corrado A, Paolicchi E, Cugliari G, Berndt SI, Bezieau S, Bien SA, Brenner H, Caan BJ, Campbell PT, Casey G, Chan AT, Chang-Claude J, Cotterchio M, Gala M, Gallinger SJ, Haile RW, Harrison TA, Hayes RB, Hoffmeister M, Hopper JL, Hsu L, Huyghe J, Jenkins MA, Le Marchand L, Lin Y, Lindor NM, Nan H, Newcomb PA, Ogino S, Potter JD, Schoen RE, Slattery ML, White E, Vodickova L, Vymetalkova V, Vodicka P, Gemignani F, Peters U, Naccarati A, Landi S",,DNA repair and cancer in colon and rectum: Novel players in genetic susceptibility.,Int J Cancer,2020 Jan 15,2019 Jul 4,31209889,PMC7301215,"TDRP/OEEB, TDRP/MEB"
"Trabert B, Troisi R, Grotmol T, Ekbom A, Engeland A, Gissler M, Glimelius I, Madanat-Harjuoja L, Sørensen HT, Tretli S, Gulbech Ording A, Bjørge T",,Associations of pregnancy-related factors and birth characteristics with risk of endometrial cancer: A Nordic population-based case-control study.,Int J Cancer,2020 Mar 15,2019 Jun 20,31173648,PMC6898733,"TDRP, TDRP/MEB"
